term,POS,sentiment
uncommunicative,adj,-2
uncomplaining,adj,2
uncomplicated,adj,1
uncomplimentary,adj,-2
uncomprehending,adj,-1
uncompromising,adj,0
unconcern,n,-1
unconcerned,adj,0
unconcernedly,adv,0
unconditional,adj,1
unconditionally,adv,2
unconfirmed,adj,0
unconnected,adj,0
unconscionable,adj,-2
unconscionably,adv,-1
unconscious,adj,-1
unconsciously,adv,0
unconsciousness,n,-1
unconstitutional,adj,-2
uncontaminated,adj,1
uncontested,adj,1
uncontrollable,adj,-2
uncontrollably,adv,-1
uncontrolled,adj,-1
unconventional,adj,0
unconventionally,adv,0
unconvinced,adj,-1
unconvincing,adj,-2
unconvincingly,adv,-2
uncooperative,adj,-2
uncoordinated,adj,-1
uncork,v,0
uncorroborated,adj,-2
uncountable,adj,0
uncounted,adj,0
uncouple,v,0
uncouth,adj,-2
uncover,v,0
unctuous,adj,-1
uncultivated,adj,-2
uncut,adj,0
undamaged,adj,1
undaunted,adj,2
undecided,adj,0
undecipherable,adj,-2
undeclared,adj,0
undefeated,adj,3
undefined,adj,0
undemanding,adj,2
undemocratic,adj,-2
undemonstrative,adj,-1
undeniable,adj,1
undeniably,adv,0
undependable,adj,-2
under,adj,0
under,adv,0
underachieve,v,-1
underachiever,n,-1
underage,adj,-1
underarm,adj,0
underarm,adv,0
underbelly,n,0
underbid,v,0
underbrush,n,0
undercarriage,n,0
undercharge,v,0
underclass,adj,-1
underclassman,n,0
underclothes,n,0
underclothing,n,0
undercoat,v,0
undercover,adj,0
undercurrent,n,0
undercut,v,0
underdeveloped,adj,-1
underdog,n,0
underdone,adj,-1
underemployed,adj,-2
underestimate,v,-1
underexpose,v,-1
underfoot,adv,0
undergarment,n,0
undergo,v,0
undergone,v,0
undergraduate,adj,0
underground,adj,0
underground,adv,0
undergrowth,n,0
underhand,adj,-2
underhand,adv,-2
underhanded,adj,0
underhandedly,adv,-2
underlain,n,0
underlay,v,0
underlie,v,0
underline,v,0
underling,n,-1
underlying,adj,0
undermine,v,-1
underneath,adv,0
undernourished,adj,-2
underpaid,adj,-1
underpants,n,0
underpass,n,0
underpay,v,-1
underpinning,n,0
underplay,v,0
underprivileged,adj,-2
underrate,v,-1
underscore,v,0
undersea,adj,0
undersecretary,n,0
undersell,v,0
undershirt,n,0
undershorts,n,0
underside,n,0
undersigned,n,0
undersized,adj,-1
underskirt,n,0
undersold,adj,-1
understaffed,adj,-1
understand,v,1
understandable,adj,1
understandably,adv,1
understanding,adj,2
understandingly,adv,2
understate,v,0
understatement,n,0
understood,adj,1
understudy,v,0
undertake,v,0
undertaken,v,0
undertaker,n,0
undertaking,n,0
under-the-counter,adj,0
undertone,n,0
undertook,v,0
undertow,n,0
undervalue,v,-1
underwater,adj,0
underway,adj,0
underwear,n,0
underweight,adj,-1
underwent,v,0
underworld,n,-1
underwrite,v,0
underwriter,n,0
underwritten,adj,0
underwrote,v,0
undeserved,adj,-1
undeserving,adj,-2
undesirable,adj,-1
undetermined,adj,-1
undeveloped,adj,0
undid,v,-1
undies,n,0
undignified,adj,-2
undiminished,adj,1
undisciplined,adj,-2
undisclosed,adj,0
undisguised,adj,0
undisputed,adj,1
undistinguished,adj,-1
undisturbed,adj,0
undivided,adj,2
undo,v,0
undoing,n,-1
undone,adj,-1
undoubted,adj,1
undoubtedly,adv,0
undress,v,0
undressed,adj,0
undue,adj,-2
undulate,adj,0
undulate,v,0
undulation,n,0
unduly,adv,-1
undying,adj,0
unearned,adj,-1
unearth,v,0
unearthly,adj,0
uneasily,adv,-2
uneasiness,n,-1
uneasy,adj,-1
uneducated,adj,-1
unembarrassed,adj,0
unemotional,adj,-1
unemployable,adj,-2
unemployed,adj,-1
unemployment,n,-1
unending,adj,0
unendurable,adj,0
unenlightened,adj,-2
unenthusiastic,adj,-1
unenviable,adj,-1
unequal,adj,-2
unequaled,adj,2
unequalled,adj,2
unequally,adv,-2
unequivocal,adj,-2
unequivocally,adv,1
unerring,adj,2
unerringly,adv,1
unethical,adj,-2
uneven,adj,-1
unevenly,adv,-2
unevenness,n,-1
uneventful,adj,1
uneventfully,adv,1
unexceptionable,adj,0
unexceptional,adj,-1
unexciting,adj,-2
unexpected,adj,0
unexpectedly,adv,0
unexplained,adj,-1
unexplored,adj,0
unfailing,adj,2
unfailingly,adv,1
unfair,adj,-2
unfairly,adv,-2
unfairness,n,-1
unfaithful,adj,-2
unfaithfully,adv,-2
unfaithfulness,n,-1
unfamiliar,adj,-1
unfamiliarity,n,-1
unfashionable,adj,-2
unfasten,v,0
unfathomable,adj,-1
unfavorable,adj,-2
unfavorably,adv,-2
unfeeling,adj,-2
unfeelingly,adv,-2
unfeigned,adj,1
unfinished,adj,-1
unfit,adj,-1
unfit,v,-1
unflappable,adj,1
unflattering,adj,-2
unflinching,adj,1
unfold,v,0
unforeseen,adj,-1
unforgettable,adj,2
unforgettably,adv,0
unforgivable,adj,-2
unforgiving,adj,-2
unfortunate,adj,-1
unfortunately,adv,-2
unfounded,adj,-1
unfriendliness,n,-1
unfriendly,adj,-2
unfulfilled,adj,-2
unfurl,v,0
unfurnished,adj,-1
ungainly,adj,-1
ungentlemanly,adj,-2
ungodly,adj,-1
ungovernable,adj,-2
ungracious,adj,-1
ungrammatical,adj,-1
ungrateful,adj,-2
ungratefully,adv,-2
ungrudging,adj,2
unguarded,adj,0
unguent,n,0
unhand,v,0
unhappily,adv,-2
unhappiness,n,-1
unhappy,adj,-2
unharmed,adj,1
unhealthful,adj,-1
unhealthy,adj,-2
unheard,adj,0
unheard-of,adj,0
unheeded,adj,-1
unhesitating,adj,1
unhesitatingly,adv,0
unhindered,adj,1
unhinge,v,0
unhitch,v,0
unholy,adj,-2
unhook,v,0
unhorse,v,0
unhurried,adj,1
unhurt,adj,1
unicorn,n,0
unicycle,v,0
unidentified,adj,0
unification,n,0
uniform,adj,0
uniform,v,0
uniformed,adj,0
uniformity,n,0
uniformly,adv,0
unify,v,0
unilateral,adj,0
unilaterally,adv,0
unimaginable,adj,0
unimaginative,adj,-2
unimpeachable,adj,1
unimportant,adj,-2
unimpressed,adj,0
unimpressive,adj,-2
uninformed,adj,-2
uninhabitable,adj,-2
uninhabited,adj,0
uninhibited,adj,0
uninjured,adj,1
uninspired,adj,-1
uninspiring,adj,-1
uninsured,adj,-1
unintelligible,adj,-2
unintended,adj,0
unintentional,adj,0
unintentionally,adv,0
uninterested,adj,-1
uninteresting,adj,-2
uninterrupted,adj,1
uninvited,adj,-1
uninviting,adj,-1
union,adj,0
unionize,v,0
unique,adj,2
uniquely,adv,2
uniqueness,n,0
unisex,adj,0
unison,n,0
unit,n,0
unitarian,adj,0
unite,v,1
united,adj,0
unity,n,2
universal,adj,1
universality,n,0
universally,adv,0
universe,n,0
university,n,0
unjust,adj,-2
unjustifiable,adj,-2
unjustified,adj,-2
unjustly,adv,-2
unkempt,adj,-1
unkind,adj,-2
unkindly,adj,-2
unkindly,adv,-2
unkindness,n,-1
unknowing,adj,0
unknowingly,adv,0
unknown,adj,0
unlace,v,0
unlatch,v,0
unlawful,adj,-2
unlawfully,adv,-2
unleaded,adj,0
unlearn,v,0
unlearned,adj,-1
unleash,v,0
unleavened,adj,0
unless,conj,0
unlettered,adj,-1
unlicensed,adj,-1
unlike,adj,0
unlikelihood,n,-1
unlikely,adj,-1
unlimited,adj,2
unlisted,adj,0
unload,v,0
unlock,v,0
unlooked-for,adj,-1
unloose,v,0
unloved,adj,-2
unluckily,adv,-1
unlucky,adj,-2
unmade,adj,0
unmanageable,adj,-2
unmanly,adj,-1
unmanly,adv,-2
unmanned,adj,0
unmannerly,adj,-1
unmarked,adj,0
unmarried,adj,0
unmask,v,0
unmatched,adj,2
unmentionable,adj,-2
unmerciful,adj,-1
unmercifully,adv,-2
unmindful,adj,-1
unmistakable,adj,0
unmistakably,adv,0
unmitigated,adj,-1
unmoved,adj,-1
unnamed,adj,0
unnatural,adj,-1
unnaturally,adv,-2
unnecessarily,adv,-2
unnecessary,adj,-2
unneeded,adj,-1
unnerve,v,-1
unnerving,adj,-2
unnoticeable,adj,0
unnoticed,adj,0
unnumbered,adj,0
unobjectionable,adj,0
unobservant,adj,-1
unobserved,adj,1
unobstructed,adj,1
unobtrusive,adj,2
unobtrusively,adv,0
unoccupied,adj,0
unoffensive,adj,0
unofficial,adj,0
unofficially,adv,0
unopened,adj,0
unopposed,adj,2
unorganized,adj,-1
unorthodox,adj,0
unpack,v,0
unpaid,adj,-2
unpalatable,adj,-1
unparalleled,adj,2
unpatriotic,adj,-1
unpaved,adj,0
unperturbed,adj,1
unplanned,adj,0
unpleasant,adj,-2
unpleasantly,adv,-2
unpleasantness,n,-1
unplug,v,0
unplumbed,adj,0
unpopular,adj,-2
unpopularity,n,-1
unprecedented,adj,0
unpredictable,adj,-1
unprejudiced,adj,2
unpremeditated,adj,1
unprepared,adj,-2
unpretentious,adj,2
unpreventable,adj,-2
unprincipled,adj,-2
unprintable,adj,-1
unproductive,adj,-2
unprofessional,adj,-2
unprofitable,adj,-2
unpronounceable,adj,-1
unprotected,adj,-2
unproven,adj,0
unprovoked,adj,0
unpublished,adj,0
unpunished,adj,-1
unqualified,adj,-2
unquestionable,adj,1
unquestionably,adv,0
unquestioned,adj,0
unquestioning,adj,0
unquestioningly,adv,0
unquote,n,0
unravel,v,-1
unread,adj,0
unreadable,adj,-2
unready,adj,-1
unreal,adj,0
unrealistic,adj,-2
unrealistically,adv,-2
unreasonable,adj,-2
unreasonably,adv,-2
unreasoning,adj,-1
unrecognizable,adj,0
unrecognized,adj,0
unrecorded,adj,0
unrefined,adj,-1
unregistered,adj,0
unregulated,adj,-1
unrehearsed,adj,0
unrelated,adj,0
unrelenting,adj,-2
unreliable,adj,-2
unrelieved,adj,-1
unremitting,adj,-2
unrepentant,adj,-1
unrepresentative,adj,-1
unrequited,adj,-1
unreserved,adj,0
unreservedly,adv,0
unresolved,adj,-1
unresponsive,adj,-1
unrest,n,-2
unrestrained,adj,-1
unrestricted,adj,0
unrewarding,adj,-2
unripe,adj,0
unrivaled,adj,3
unrivalled,adj,3
unroll,v,0
unromantic,adj,-1
unruffled,adj,1
unruliness,n,-1
unruly,adj,-2
unsaddle,v,0
unsafe,adj,-2
unsaid,adj,0
unsalted,adj,0
unsanctioned,adj,-2
unsanitary,adj,-1
unsatisfactory,adj,-2
unsatisfied,adj,-1
unsatisfying,adj,-2
unsavory,adj,-2
unscathed,adj,1
unscheduled,adj,0
unscientific,adj,-2
unscramble,v,0
unscrew,v,0
unscrupulous,adj,-2
unscrupulously,adv,-2
unseal,v,0
unseasonable,adj,0
unseasonably,adv,0
unseasoned,adj,0
unseat,v,0
unseemly,adj,-1
unseen,adj,0
unselfish,adj,2
unselfishly,adv,2
unselfishness,n,2
unsentimental,adj,-2
unsettle,v,-1
unsettled,adj,-2
unsettling,adj,-1
unshakable,adj,1
unsightly,adj,-1
unskilled,adj,-2
unskillful,adj,-2
unsociable,adj,-1
unsold,adj,-1
unsolicited,adj,-1
unsolved,adj,-1
unsophisticated,adj,-2
unsound,adj,-2
unsparing,adj,0
unspeakable,adj,-2
unspeakably,adv,-2
unspecified,adj,0
unspoiled,adj,1
unspoken,adj,0
unsportsmanlike,adj,-2
unstable,adj,-2
unsteadily,adv,-1
unsteadiness,n,-1
unsteady,adj,-1
unstop,v,0
unstoppable,adj,0
unstressed,adj,0
unstructured,adj,0
unstrung,adj,-2
unstuck,n,0
unstudied,adj,0
unsubstantial,adj,-1
unsubstantiated,adj,-2
unsuccessful,adj,-2
unsuccessfully,adv,-2
unsuitable,adj,-1
unsung,adj,1
unsupervised,adj,-1
unsure,adj,-1
unsurpassed,adj,3
unsuspected,adj,-1
unsuspecting,adj,-1
unsweetened,adj,0
unswerving,adj,1
unsympathetic,adj,-2
untamed,adj,0
untangle,v,0
untapped,adj,0
untaught,adj,-1
untenable,adj,-1
unthinkable,adj,-2
unthinking,adj,-2
unthinking,adv,-2
untidy,adj,-1
untie,v,0
until,prep,0
untimely,adj,-1
untimely,adv,-2
untiring,adj,2
untiringly,adv,2
untitled,adj,0
unto,prep,0
untold,adj,0
untouchable,adj,0
untouched,adj,0
untoward,adj,-1
untrained,adj,0
untreated,adj,0
untried,adj,-1
untroubled,adj,1
untrue,adj,-2
untruth,n,-2
untruthful,adj,-2
untruthfully,adv,-2
untutored,adj,-1
unused,adj,0
unusual,adj,0
unusually,adv,0
unutterable,adj,-2
unutterably,adv,-2
unvarnished,adj,0
unvarying,adj,0
unveil,v,0
unverified,adj,-2
unvoiced,adj,0
unwanted,adj,-2
unwarranted,adj,-1
unwary,adj,-1
unwashed,adj,-1
unwed,adj,-1
unwelcome,adj,-2
unwell,adj,-1
unwholesome,adj,0
unwieldiness,n,-1
unwieldy,adj,-1
unwilling,adj,-1
unwillingly,adv,-1
unwillingness,n,-1
unwind,v,1
unwise,adj,-2
unwisely,adv,-2
unwitting,adj,-1
unwittingly,adv,-1
unwonted,adj,0
unworldly,adj,0
unworthiness,n,-1
unworthy,adj,-2
unwound,adj,0
unwrap,v,0
unwritten,adj,0
unyielding,adj,-1
unzip,v,0
up,adj,0
up,adv,0
up,v,0
up-and-coming,adj,0
upbeat,adj,2
upbraid,v,-1
upbringing,n,0
upchuck,v,-1
upcoming,adj,1
upcountry,adj,0
update,v,0
upend,v,-1
upfront,adj,0
upgrade,v,1
upheaval,n,-2
upheld,v,1
uphill,adj,-1
uphill,adv,-1
uphold,v,1
upholster,v,0
upholsterer,n,0
upholstery,n,0
upkeep,n,0
upland,adj,0
uplift,v,1
uplifting,adj,2
upon,prep,0
upper,adj,1
uppercase,adj,0
upper-class,adj,2
upperclassman,n,0
uppercut,n,0
uppermost,adj,0
uppermost,adv,0
uppity,adj,-2
upright,adj,2
uprising,n,-1
uproar,n,-2
uproarious,adj,2
uproariously,adv,2
uproot,v,-1
upscale,adj,2
upset,adj,-1
upset,v,-2
upshot,n,0
upside,n,0
upside-down,adj,-1
upstage,adj,-1
upstage,adv,0
upstage,v,-1
upstairs,adj,0
upstairs,adv,0
upstanding,adj,0
upstart,adj,0
upstate,adv,0
upstream,adj,0
upstream,adv,0
upsurge,n,0
upswing,n,0
uptake,n,0
uptight,adj,-2
up-to-date,adj,1
uptown,adj,0
uptown,adv,0
upturn,n,1
upward,adj,1
upward,adv,1
upwardly,adv,1
upwards,adv,1
uranium,n,0
urban,adj,0
urbane,adj,1
urbanity,n,0
urbanization,n,0
urbanize,v,0
urchin,n,0
urea,n,0
urethra,n,0
urge,v,0
urgency,n,0
urgent,adj,-1
urgently,adv,0
urinal,n,0
urinalysis,n,0
urinary,adj,0
urinate,v,0
urination,n,0
urine,n,0
urn,n,0
us,n,0
usable,adj,1
usage,n,0
use,v,0
useable,adj,1
used,adj,0
useful,adj,2
usefully,adv,2
usefulness,n,2
useless,adj,-2
uselessly,adv,-2
uselessness,n,-2
user,n,0
user-friendly,adj,1
usher,v,0
usual,adj,0
usually,adv,0
usurer,n,-2
usurious,adj,-2
usurp,v,-2
usurpation,n,-2
usurper,n,-2
usury,n,-2
utensil,n,0
uteri,n,0
uterine,adj,0
uterus,n,0
utilitarian,adj,1
utility,adj,0
utilization,n,0
utilize,v,0
utmost,adj,0
utopia,n,3
utopian,adj,1
utter,adj,0
utter,v,0
utterance,n,0
utterly,adv,-1
uttermost,adj,0
uvula,n,0
uvular,adj,0
v,adj,0
v.,conj,0
vacancy,n,0
vacant,adj,0
vacantly,adv,-1
vacate,v,0
vacation,v,0
vacationer,n,0
vaccinate,v,0
vaccination,n,0
vaccine,n,0
vacillate,v,0
vacillation,n,-1
vacua,n,0
vacuity,n,-1
vacuous,adj,-1
vacuously,adv,-2
vacuum,v,0
vagabond,adj,-2
vagabond,v,0
vagary,n,-1
vagina,n,0
vaginal,adj,0
vagrancy,n,-1
vagrant,adj,-1
vague,adj,-1
vaguely,adv,0
vagueness,n,-1
vain,adj,-2
vainglorious,adj,-2
vainglory,n,-2
vainly,adv,-2
valance,n,0
vale,n,0
valedictorian,n,2
valedictory,adj,0
valence,n,0
valentine,n,2
valet,v,0
valiant,adj,1
valiantly,adv,2
valid,adj,1
validate,v,0
validation,n,2
validity,n,1
validly,adv,0
valise,n,0
valley,n,0
valor,n,2
valorous,adj,2
valuable,adj,2
valuation,n,0
value,v,1
valueless,adj,-2
values,n,1
valve,n,0
vamoose,v,0
vamp,v,0
vampire,n,-1
van,n,0
vanadium,n,0
vandal,n,-1
vandalism,n,-1
vandalize,v,-2
vane,n,0
vanguard,n,0
vanilla,adj,0
vanish,v,0
vanity,n,-1
vanquish,v,0
vantage,n,0
vapid,adj,-1
vapidity,n,-1
vapidness,n,-1
vapor,n,0
vaporization,n,0
vaporize,v,0
vaporizer,n,0
vaporous,adj,0
variability,n,0
variable,adj,0
variably,adv,0
variance,n,0
variant,adj,0
variation,n,0
varicolored,adj,0
varicose,adj,-1
varied,adj,0
variegated,adj,0
variety,n,0
various,adj,0
variously,adv,0
varmint,n,-2
varnish,v,0
varsity,n,0
vary,v,0
vascular,adj,0
vase,n,0
vasectomy,n,0
vassal,n,0
vast,adj,1
vastly,adv,0
vastness,n,0
vat,n,0
vaudeville,n,0
vault,v,0
vaulting,adj,0
vaunted,adj,0
veal,n,0
vector,n,0
veep,n,0
veer,v,0
vegan,n,0
vegetable,n,0
vegetarian,n,0
vegetarianism,n,0
vegetate,v,0
vegetation,n,0
vegetative,adj,-2
veggie,n,0
vehemence,n,-1
vehement,adj,-2
vehemently,adv,-2
vehicle,n,0
vehicular,adj,0
veil,v,0
veiled,adj,-1
vein,v,0
veined,adj,0
velcro,v,0
veld,n,0
veldt,n,0
vellum,n,0
velocity,n,0
velour,n,0
velours,n,0
velvet,adj,1
velveteen,n,0
velvety,adj,1
venal,adj,-2
venality,n,-1
vend,v,0
vender,n,0
vendetta,n,-2
vendor,n,0
veneer,v,0
venerable,adj,2
venerate,v,1
veneration,n,2
venereal,adj,-2
venezuelan,adj,0
vengeance,n,-2
vengeful,adj,-2
vengefully,adv,-2
venial,adj,0
venison,n,0
venom,n,-2
venomous,adj,-2
venous,adj,0
vent,v,-1
ventilate,v,0
ventilation,n,0
ventilator,n,0
ventral,adj,0
ventricle,n,0
ventriloquism,n,0
ventriloquist,n,0
venture,v,0
venturesome,adj,1
venturous,adj,2
venue,n,0
veracious,adj,1
veracity,n,2
veranda,n,0
verandah,n,0
verb,n,0
verbal,adj,0
verbalize,v,0
verbally,adv,0
verbatim,adj,0
verbatim,adv,0
verbena,n,0
verbiage,n,-1
verbose,adj,-1
verbosity,n,-1
verdant,adj,0
verdict,n,0
verdigris,v,0
verdure,n,1
verge,v,0
verifiable,adj,1
verification,n,0
verify,v,0
verily,adv,0
verisimilitude,n,0
veritable,adj,1
verity,n,1
vermicelli,n,0
vermilion,adj,0
vermilion,v,0
vermin,n,-2
verminous,adj,-2
vermouth,n,0
vernacular,adj,0
vernal,adj,0
versatile,adj,2
versatility,n,2
verse,v,0
versed,adj,2
versification,n,0
version,n,0
versus,conj,0
vertebra,n,0
vertebrae,n,0
vertebral,adj,0
vertebrate,adj,0
vertex,n,0
vertical,adj,0
vertically,adv,0
vertices,n,0
vertiginous,adj,-1
vertigo,n,-1
verve,n,2
very,adj,0
very,adv,0
vespers,n,0
vessel,n,0
vest,v,0
vested,adj,0
vestibule,n,0
vestige,n,0
vestigial,adj,0
vestment,n,0
vestry,n,0
vet,v,0
vetch,n,0
veteran,adj,2
veterinarian,n,0
veterinary,adj,0
veto,v,-1
vex,v,-1
vexation,n,-1
vexatious,adj,-1
vi,adj,0
via,prep,0
viability,n,0
viable,adj,2
viaduct,n,0
vial,n,0
viand,n,0
vibes,n,0
vibrancy,n,2
vibrant,adj,2
vibrantly,adv,2
vibraphone,n,0
vibrate,v,0
vibration,n,0
vibrato,n,0
vibrator,n,0
viburnum,n,0
vicar,n,0
vicarage,n,0
vicarious,adj,0
vicariously,adv,0
vice,n,-2
viceroy,n,0
vicinity,n,0
vicious,adj,-2
viciously,adv,-2
viciousness,n,-2
victim,n,-2
victimization,n,-2
victimize,v,-2
victor,n,2
victorian,adj,0
victorious,adj,2
victoriously,adv,2
victory,n,2
victuals,n,0
vicuna,n,0
video,n,0
videocassette,n,0
videodisc,n,0
videotape,v,0
vie,v,0
vietnamese,adj,0
view,v,0
viewer,n,0
viewfinder,n,0
viewing,n,0
viewpoint,n,0
vigil,n,0
vigilance,n,1
vigilant,adj,1
vigilante,n,-1
vigilantism,n,-1
vigilantly,adv,1
vignette,n,0
vigor,n,2
vigorous,adj,0
vigorously,adv,0
vile,adj,-2
vilely,adv,-2
vileness,n,-2
vilification,n,-2
vilify,v,-2
villa,n,0
village,n,0
villager,n,0
villain,n,-2
villainous,adj,-2
villainy,n,-2
vim,n,2
vinaigrette,n,0
vindicate,v,1
vindication,n,2
vindictive,adj,-2
vindictively,adv,-2
vindictiveness,n,-2
vine,n,0
vinegar,n,0
vinegary,adj,0
vineyard,n,0
vintage,n,1
vintner,n,0
vinyl,n,0
viola,n,0
violable,adj,-1
violate,v,-2
violation,n,-2
violator,n,-2
violence,n,-2
violent,adj,-2
violently,adv,-2
violet,adj,0
violin,n,0
violinist,n,0
violist,n,0
violoncello,n,0
viper,n,-1
virago,n,-1
viral,adj,0
vireo,n,0
virgin,adj,0
virginal,adj,0
virginity,n,0
virile,adj,0
virility,n,1
virtual,adj,0
virtually,adv,0
virtue,n,2
virtuosi,n,2
virtuosity,n,2
virtuoso,adj,3
virtuous,adj,2
virtuously,adv,2
virulence,n,-2
virulent,adj,-2
virulently,adv,-2
virus,n,-1
visa,v,0
visage,n,0
vis-a-vis,adv,0
viscera,n,0
visceral,adj,0
viscid,adj,0
viscosity,n,0
viscount,n,0
viscountess,n,0
viscous,adj,0
vise,n,0
visibility,n,0
visible,adj,0
visibly,adv,0
vision,n,2
visionary,adj,3
visit,v,0
visitation,n,0
visitor,n,0
visor,n,0
vista,n,0
visual,adj,0
visualization,n,0
visualize,v,0
visually,adv,0
vital,adj,0
vitality,n,2
vitalize,v,2
vitally,adv,1
vitamin,n,0
vitiate,v,-1
vitreous,adj,0
vitriol,v,-3
vitriolic,adj,-2
vituperation,n,-2
vituperative,adj,-2
vivacious,adj,1
vivaciously,adv,1
vivaciousness,n,2
vivacity,n,2
vivid,adj,2
vividly,adv,1
vividness,n,1
vivify,v,1
viviparous,adj,0
vivisection,n,0
vixen,n,-1
viz.,adv,0
vizier,n,0
vocabulary,n,0
vocal,adj,0
vocalist,n,0
vocalization,n,0
vocalize,v,0
vocally,adv,0
vocation,n,1
vocational,adj,0
vociferous,adj,-1
vociferously,adv,-1
vodka,n,0
vogue,n,0
voguish,adj,0
voice,v,0
voiced,adj,0
voiceless,adj,0
void,adj,-1
void,v,-1
vol.,n,0
volatile,adj,-2
volatility,n,-2
volcanic,adj,-2
volcano,n,0
vole,n,0
volition,n,0
volley,v,0
volleyball,n,0
volt,n,0
voltage,n,0
voltaic,adj,0
voltmeter,n,0
volubility,n,0
voluble,adj,0
volubly,adv,0
volume,n,0
voluminous,adj,0
voluntarily,adv,1
voluntary,adj,1
volunteer,adj,1
volunteer,v,0
voluptuary,adj,-1
voluptuous,adj,0
voluptuously,adv,0
voluptuousness,n,0
vomit,v,-1
voodoo,v,0
voodooism,n,-1
voracious,adj,0
voraciously,adv,0
voracity,n,0
vortex,n,0
vortices,n,0
votary,n,0
vote,v,0
voter,n,0
votive,adj,0
vouch,v,2
voucher,n,0
vouchsafe,v,0
vow,v,0
vowel,n,0
voyage,v,0
voyager,n,0
voyeur,n,-2
voyeurism,n,-2
voyeuristic,adj,-2
vs.,conj,0
vulcanize,v,0
vulgar,adj,-2
vulgarism,n,-1
vulgarity,n,-1
vulgarize,v,-2
vulgarly,adv,-2
vulnerability,n,-1
vulnerable,adj,-1
vulnerably,adv,-2
vulture,n,-1
vulva,n,0
vying,v,0
w,n,0
wackiness,n,0
wacko,adj,-2
wacky,adj,0
wad,v,0
wadding,n,0
waddle,v,0
wade,v,0
wader,n,0
wadi,n,0
wafer,n,0
waffle,v,-1
waft,v,0
wag,v,0
wage,v,-1
wager,v,0
wages,n,0
waggish,adj,1
waggle,v,0
wagon,n,0
waif,n,-1
wail,v,-1
wainscot,n,0
wainscoting,n,0
wainscotting,n,0
waist,n,0
waistband,n,0
waistcoat,n,0
waistline,n,0
wait,v,0
waiter,n,0
waitress,v,0
waive,v,0
waiver,n,0
wake,v,0
wakeful,adj,0
wakefulness,n,0
waken,v,0
walk,v,0
walker,n,0
walk-in,adj,0
walk-on,adj,0
walkout,n,-1
walk-up,adj,0
walkway,n,0
wall,v,0
wallaby,n,0
wallboard,n,0
walled,adj,0
wallet,n,0
walleye,n,0
walleyed,adj,0
wallflower,n,-1
wallop,v,-1
wallow,v,-1
wallpaper,v,0
walnut,n,0
walrus,n,0
waltz,v,0
wampum,n,0
wan,adj,-1
wan,v,0
wand,n,0
wander,v,0
wanderer,n,0
wanderlust,n,0
wane,v,-1
wangle,v,-1
wanly,adv,-1
wannabe,n,-1
want,v,0
wanting,adj,-1
wanton,adj,-1
wanton,v,-2
wantonly,adv,-2
wantonness,n,-2
wapiti,n,0
war,v,-2
warble,v,0
warbler,n,0
ward,v,0
warden,n,0
wardrobe,n,0
wardroom,n,0
ware,v,0
warehouse,v,0
warfare,n,-2
warhead,n,-1
warhorse,n,0
warily,adv,-1
wariness,n,-1
warlike,adj,-2
warlock,n,0
warlord,n,-1
warm,adj,1
warm,adv,2
warm,v,0
warm-blooded,adj,1
warmhearted,adj,2
warmly,adv,2
warmonger,n,-2
warmongering,n,-2
warmth,n,1
warn,v,0
warning,adj,-1
warp,v,-1
warpath,n,0
warrant,n,0
warranty,n,0
warren,n,0
warrior,n,0
warship,n,0
wart,n,-1
warthog,n,0
wartime,n,-1
warty,adj,-1
